"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","lat","lng"
123,"Focused Health Care Pty Ltd Sunshine Coast","16 INNOVATION Parkway, BIRTINYA, 4575, QLD","QLD",4575,"BIRTINYA","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.focusedhealthcare.com.au","director@focusedhealthcare.com.au","+611300561000","TRUE",-26.7343739,153.1212219
124,"Community Home Care Busselton and Margaret River","16 KENT Street, WEST BUSSELTON, 6280, WA","WA",6280,"WEST BUSSELTON","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.communityhomecare.org.au","operations2@communityhomecare.org.au","+610897544716","TRUE",-33.6510631,115.3403584
126,"Just Better Care Ryde","8 AVENUE OF THE AMERICAS Avenue, NEWINGTON, 2127, NSW","NSW",2127,"NEWINGTON","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.justbettercare.com/ryde-parramatta/home","myagedcare.rp@justbettercare.com","+610296480899","TRUE",-33.8331145,151.0546293
129,"Stirling Community Care HCP","25 CEDRIC Street, STIRLING, 6021, WA","WA",6021,"STIRLING","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.stirlingcommunitycare.com.au","community.care@stirling.wa.gov.au","+610892057632","TRUE",-31.889803,115.8086421
130,"Community Gateway Shoalhaven","69 Berry Street, NOWRA, 2541, NSW","NSW",2541,"NOWRA","06:00","12:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.communitygateway.net.au","tegan.bezzina@communitygateway.net.au","+611300657473","TRUE",-34.8780143,150.5995557
131,"Morcare Services","673 BORONIA Road, WANTIRNA, 3152, VIC","VIC",3152,"WANTIRNA","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.morcare.com.au","support@morcare.com.au","+610398004433","TRUE",-37.84754,145.228591
132,"SummitCare HomeCare","2-8 BROOKHOLLOW Avenue, BAULKHAM HILLS, 2153, NSW","NSW",2153,"BAULKHAM HILLS","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.summitcare.com.au","gm.hc@summitcare.com.au","+611300685548","TRUE",-33.7328826,150.9712301
134,"Just Better Care Hawkesbury Nepean","636 TERRACE Road, FREEMANS REACH, 2756, NSW","NSW",2756,"FREEMANS REACH","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://justbettercare.com","mailhn@justbettercare.com","+610245797137","TRUE",-33.5614628,150.7814363
136,"Newcastle and District Nursing Service","312 SANDGATE Road, SHORTLAND, 2307, NSW","NSW",2307,"SHORTLAND","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","","","","TRUE",-32.8853869,151.695587
137,"Just Better Care Brisbane East","268 KINGSTON Road, SLACKS CREEK, 4127, QLD","QLD",4127,"SLACKS CREEK","08:00","16:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://justbettercare.com","mail.be@justbettercare.com","+610732094557","TRUE",-27.6315599,153.119012
138,"Heather Hill Home Care","Level 2, 41 SHERWOOD Road, TOOWONG, 4066, QLD","QLD",4066,"TOOWONG","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://heatherhillhomecare.com.au","hayley@hhna.com.au","+611300227949","TRUE",-27.4850956,152.99143
139,"Comfort Keepers","463 SCARBOROUGH BEACH Road, OSBORNE PARK, 6017, WA","WA",6017,"OSBORNE PARK","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://comfortkeepers.com.au","twhitehead2@comfortkeepers.com.au","+610894928920","TRUE",-31.90674,115.80773
141,"Murray Mallee Aged Care Group Inc Home Care Packages","2A MYALL Avenue, MURRAY BRIDGE, 5253, SA","SA",5253,"MURRAY BRIDGE","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.murraymallee.org.au","ahoward@murraymallee.org.au","+610885322255","TRUE",-35.12314,139.2682487
143,"Harmony Homecare","12 BARDIA Street, HEIDELBERG WEST, 3081, VIC","VIC",3081,"HEIDELBERG WEST","05:00","20:30","TRUE","TRUE","dementia","FALSE","respite","FALSE","FALSE","http://www.harmonyhomecare.com.au","batra@harmonyhomecare.com","+611300251515","TRUE",-37.7480926,145.0393252
144,"Hills Nursing","10 Gladstone Road, CASTLE HILL, 2154, NSW","NSW",2154,"CASTLE HILL","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://hillsnursing.com.au","referrals@hillsnursing.com.au","+610298942405","TRUE",-33.7343485,150.9755468
145,"Continuum Care","3 CARADOC Court, GOLDEN GROVE, 5125, SA","SA",5125,"GOLDEN GROVE","05:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.continuumcare.com.au","admin@continuumcare.com.au","+610882511924","TRUE",-34.7956159,138.6995775
146,"Community Vision Incorporated","16 Clarke Crescent, JOONDALUP, 6027, WA","WA",6027,"JOONDALUP","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","","hcsjoondalup@communityvision.asn.au","+611800968754","TRUE",-31.747861,115.7667187
147,"Rubies NursingHome Care Support Canberra","163 LANGTREE Crescent, CRACE, 2911, ACT","ACT",2911,"CRACE","07:00","20:30","TRUE","TRUE","dementia","FALSE","respite","FALSE","mental","","admin@rubiesnursingcare.com.au","+611300651649","TRUE",-35.2054514,149.1096356
148,"Southern Highlands Home Care","56 CHARLOTTE Street, BURRADOO, 2576, NSW","NSW",2576,"BURRADOO","06:30","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.southernhighlandshomecare.com.au","info@southernhighlandshomecare.com.au","+610416093304","TRUE",-34.5075149,150.4164047
149,"mecwacare Home Care Packages","1287 MALVERN Road, MALVERN, 3144, VIC","VIC",3144,"MALVERN","08:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.mecwacare.org.au","homecarepackages@mecwacare.org.au","+610385734777","TRUE",-37.8522241,145.036562
150,"White Oak Home Care North Metro","115 Grand Parade, JOONDALUP, 6027, WA","WA",6027,"JOONDALUP","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.whiteoak.com.au","info@whiteoak.com.au","+610893010299","TRUE",-31.752231,115.7693535
151,"Resthaven Community Services Limestone Coast","17 GORDON Street, NARACOORTE, 5271, SA","SA",5271,"NARACOORTE","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.resthaven.asn.au/living-at-home/home-care-overview/","limestonecoastcs@resthaven.asn.au","+610887624389","TRUE",-36.9593308,140.7431244
152,"Great Care Point Cook Branch","12 HIBISCUS Crescent, POINT COOK, 3030, VIC","VIC",3030,"POINT COOK","08:30","17:30","TRUE","TRUE","FALSE","reablement","respite","FALSE","FALSE","http://www.greatcare.net.au","admin@greatcare.net.au","+610393954657","TRUE",-37.9037078,144.7497145
153,"Great Care Dandenong Branch","28 GARNSWORTHY Street, SPRINGVALE, 3171, VIC","VIC",3171,"SPRINGVALE","08:30","17:30","TRUE","TRUE","FALSE","reablement","respite","FALSE","FALSE","http://www.greatcare.net.au","admin@greatcare.net.au","+610385244983","TRUE",-37.9414147,145.1624137
154,"Community Gateway Shellharbour","26 Atchison Street, WOLLONGONG, 2500, NSW","NSW",2500,"WOLLONGONG","06:00","12:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.communitygateway.net.au","tegan.bezzina@communitygateway.net.au","+611300657473","TRUE",-34.4277241,150.8900066
155,"Uniting AgeWell Loddon Mallee North Community Services","10 McCraie Street, SWAN HILL, 3585, VIC","VIC",3585,"SWAN HILL","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.unitingagewell.org","loddonmallee@unitingagewell.org","+610340267000","TRUE",-35.3403753,143.5610968
156,"Sequel Home Care","40 BURGUNDY Street, HEIDELBERG, 3084, VIC","VIC",3084,"HEIDELBERG","08:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","mary@sequel.com.au","+610394991200","TRUE",-37.7563909,145.0690427
157,"TSC Home and Community Care","10 PROSPECT Street, BOX HILL, 3128, VIC","VIC",3128,"BOX HILL","09:00","17:30","TRUE","TRUE","dementia","FALSE","respite","terminal","mental","http://www.tianshicare.com.au","info@tianshicare.com.au","+610398985566","TRUE",-37.8179737,145.1189592
158,"Resthaven Community Services Onkaparinga","Floor 1,  Beach Road, NOARLUNGA CENTRE, 5168, SA","SA",5168,"NOARLUNGA CENTRE","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.resthaven.asn.au/living-at-home/home-care-overview/","onkcs@resthaven.asn.au","+610883263444","TRUE",-35.1391669,138.4710199
159,"Resthaven Community Services Riverland","60 East Terrace, LOXTON, 5333, SA","SA",5333,"LOXTON","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.resthaven.asn.au/living-at-home/home-care-overview/","riverlandcs@resthaven.asn.au","+610885845866","TRUE",-34.4488437,140.569125
160,"FHSS Home Care Packages","366 PAYNEHAM Road, PAYNEHAM, 5070, SA","SA",5070,"PAYNEHAM","07:00","19:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.fhss.com.au","finance@fhss.com.au","+610883366637","TRUE",-34.8957218,138.6411111
161,"Focus Care Solutions Northern Sydney and Northern Beaches","Level 1, 1-17 Elsie Street, BURWOOD, 2134, NSW","NSW",2134,"BURWOOD","08:30","17:30","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://focuscaresolutions.com.au","enquiries@focuscare.com.au","+610290299084","TRUE",-33.8753667,151.1026116
168,"Wesley Mission Queensland Gympie Sunshine Coast","58 Channon Street, GYMPIE, 4570, QLD","QLD",4570,"GYMPIE","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.wmq.org.au/services/care-in-your-home-and-community","contactus@wmq.org.au","+611800448448","TRUE",-26.1846635,152.6613522
169,"Daughterly Care Community Services Mosman","836 MILITARY Road, MOSMAN, 2088, NSW","NSW",2088,"MOSMAN","07:30","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://daughterlycare.com.au","services@dccommunityservices.com.au","+610299707333","TRUE",-33.8288656,151.2442991
170,"Daughterly Care Community Services Northern Beaches","20 WELLINGTON Street, NARRABEEN, 2101, NSW","NSW",2101,"NARRABEEN","07:30","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://daughterlycare.com.au","services@dccommunityservices.com.au","+610299707333","TRUE",-33.7117808,151.2979666
171,"Wesley Mission Illawarra","10 ENDEAVOUR Road, CARINGBAH, 2229, NSW","NSW",2229,"CARINGBAH","07:00","19:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.wesleymission.org.au","penny.antonopoulos@wesleymission.org.au","+610285222200","TRUE",-34.0329155,151.1317966
172,"Blue Care Mossman Community Care","27 MILL Street, MOSSMAN, 4873, QLD","QLD",4873,"MOSSMAN","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","www.bluecare.org.au","communitycare@bluecare.org.au","+611300258322","TRUE",-16.4593335,145.3763966
173,"Australian Unity Home Care Service Grampians","7 STURT Street, BALLARAT CENTRAL, 3350, VIC","VIC",3350,"BALLARAT CENTRAL","06:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/homecare","customercare@australianunity.com.au","+611300160170","TRUE",-37.5625919,143.8602484
174,"Australian Unity Home Care Service Northern Metro","Level 2, 814-818 WHITEHORSE Road, BOX HILL, 3128, VIC","VIC",3128,"BOX HILL","06:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/homecare","customercare@australianunity.com.au","+611300160170","TRUE",-37.8174385,145.1159278
175,"Australian Unity Home Care Service Western Metro","Level 2, 818 whitehorse Road, BOX HILL, 3128, VIC","VIC",3128,"BOX HILL","06:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/homecare","customercare@australianunity.com.au","+611300160170","TRUE",-37.817455,145.115904
177,"Australian Unity Home Care Service Peninsula","Level 2, 818 whitehorse Road, BOX HILL NORTH, 3129, VIC","VIC",3129,"BOX HILL NORTH","06:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/homecare","customercare@australianunity.com.au","+611300160170","TRUE",-37.817455,145.115904
178,"EPIS Newman","702 Les Tutt Drive, NEWMAN, 6753, WA","WA",6753,"NEWMAN","08:00","16:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.epis.org.au","newman@epis.org.au","+610891751666","TRUE",-23.3486584,119.7351581
179,"PAWA Community Care Polish Eastern European Specialist Home Care Packages","182 Liverpool Road, ASHFIELD, 2131, NSW","NSW",2131,"ASHFIELD","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.pawacc.org.au","referrals@pawacc.org.au","+610297160036","TRUE",-33.8901524,151.1268796
180,"Uniting AgeWell Loddon Mallee South Community Services","17/90 Edwards Road, BENDIGO, 3550, VIC","VIC",3550,"BENDIGO","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://unitingagewell.org","loddonmallee@unitingagewell.org","+610354542100","TRUE",-36.7720462,144.3057658
183,"Gladstone Community Linking Agency Inc","13 HERBERT Street, GLADSTONE CENTRAL, 4680, QLD","QLD",4680,"GLADSTONE CENTRAL","06:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.gcla.com.au","chloe.bailey@gcla.com.au","+610749728855","TRUE",-23.8465847,151.2600066
184,"Muslim Care HCP","2 CARRINGTON Square, CAMPSIE, 2194, NSW","NSW",2194,"CAMPSIE","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://http://www.muslimcare.org.au/home_care_.html","mc@muslimcare.org.au","+610280045970","TRUE",-33.9126237,151.0996812
185,"PresCare Community Mackay","352 BRIDGE Road, WEST MACKAY, 4740, QLD","QLD",4740,"WEST MACKAY","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.prescare.org.au","prescontactcentre@prescare.org.au","+611800773722","TRUE",-21.1526605,149.1651788
187,"Community Interlink North East Health Wangaratta","35-47 GREEN Street, WANGARATTA, 3677, VIC","VIC",3677,"WANGARATTA","09:00","17:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.communityinterlink.org.au","info@interlink.org.au","+611300203203","TRUE",-36.3543538,146.3142727
188,"Bexley Care Centre","82-84 CONNEMARRA Street, BEXLEY, 2207, NSW","NSW",2207,"BEXLEY","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://ww.synovumcare.com.au","bexley@synovumcare.com.au","+610295877610","TRUE",-33.9585061,151.1253884
189,"Home Care Assistance Perth South Metropolitan Region","38 ARDROSS Street, APPLECROSS, 6153, WA","WA",6153,"APPLECROSS","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://Perthhomecareassistance.com.au","pminchin@homecareassistance.com","+610861675610","TRUE",-32.0104758,115.8353782
190,"Home Care Assistance Greater Parramatta","429 HIGH Street, PENRITH, 2750, NSW","NSW",2750,"PENRITH","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.homecareassistancegreaterparramatta.com.au","skarki@homecareassistance.com","+610247890622","TRUE",-33.7533773,150.6977905
191,"MiCare Sunshine Coast ","45 MINCHINTON Street, CALOUNDRA, 4551, QLD","QLD",4551,"CALOUNDRA","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.micare.com.au","cm3pwa@micare.com.au","+610753095684","TRUE",-26.804039,153.132364
192,"Better Living Homecare ","365-377 KENT Street, SYDNEY, 2000, NSW","NSW",2000,"SYDNEY","08:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.betterlivinghomecare.com.au","admin@betterlivinghc.com.au","+611300307344","TRUE",-33.8695551,151.2043277
193,"Better Living Homecare ","Level 1, 241 ADELAIDE Street, BRISBANE CITY, 4000, QLD","QLD",4000,"BRISBANE CITY","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.betterlivinghomecare.com.au","admin@betterlivinghc.com.au","+611300307344","TRUE",-27.466956,153.0274974
194,"Community Interlink Nexus","72 FERGUSON Street, BROADFORD, 3658, VIC","VIC",3658,"BROADFORD","09:00","17:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.communityinterlink.org.au","info@interlink.org.au","+611300203203","TRUE",-37.2052137,145.049639
195,"Community Interlink Albury Wodonga Health","201-239 BORELLA Road, EAST ALBURY, 2640, NSW","NSW",2640,"EAST ALBURY","09:00","17:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","https://www.communityinterlink.org.au","info@interlink.org.au","+611300203203","TRUE",-36.0785958,146.9375219
196,"St Simeon Village Community Services","261 HYATTS Road, PLUMPTON, 2761, NSW","NSW",2761,"PLUMPTON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.stsimeon.org.au","homecare@stsimeon.org.au","+610286454010","TRUE",-33.7576576,150.8321231
198,"Southern Cross Care Home Support Services Metro North","336 MARION Road, NORTH PLYMPTON, 5037, SA","SA",5037,"NORTH PLYMPTON","07:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://southerncrosscare.com.au/about-home-support","connecting.services@southerncrosscare.com.au","+611800852772","TRUE",-34.9556607,138.5536026
199,"Home Care Assistance South Yarra","3 PINEHILL Drive, ROWVILLE, 3178, VIC","VIC",3178,"ROWVILLE","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.homecareassistancesouthyarra.com.au","cwalia@homecareassistance.com","+610386727889","TRUE",-37.927655,145.25942
200,"Blue Care HCP Southside Community Care","Level 1, 2404 Logan Road, EIGHT MILE PLAINS, 4113, QLD","QLD",4113,"EIGHT MILE PLAINS","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.bluecare.org.au","communitycare@bluecare.org.au","+611300258322","TRUE",-27.5723904,153.0927272
201,"Alfred Health Home Care Packages","260 KOOYONG Road, CAULFIELD, 3162, VIC","VIC",3162,"CAULFIELD","08:30","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","cchs-homecarepackages@alfred.org.au","+610390766864","TRUE",-37.8841756,145.0160107
